,word,frequency
5090,humming,11
5091,dab,7
5092,dabby,4
5093,splashed,21
5094,pricked,2
5095,snuggle,71
5096,bundle,12
5097,fooled,16
5098,armhole,1
5099,motherland,1
5100,startle,1
5101,stringing,4
5102,reunion,7
5103,army,66
5104,talker,11
5105,pooping,41
5106,scrubbed,3
5107,washrag,5
5108,tugging,9
5109,lever,22
5110,blink,47
5111,dot,97
5112,coral,10
5113,guard,50
5114,throughout,15
5115,velcroed,3
5116,cork,21
5117,corked,2
5118,rescue,71
5119,joy,58
5120,escaped,26
5121,branch,96
5122,plunged,5
5123,seize,1
5124,struggled,1
5125,digging,65
5126,cockle,6
5127,dame,8
5128,haystack,23
5129,muffet,10
5130,tuffet,4
5131,whey,4
5132,horner,4
5133,cock,38
5134,howling,10
5135,dandy,15
5136,mayor,7
5137,prick,10
5138,porridge,87
5139,shod,1
5140,hog,15
5141,diddle,70
5142,fiddle,35
5143,struck,13
5144,spool,4
5145,tweedledee,3
5146,tweedledum,3
5147,battle,22
5148,monstrous,1
5149,crow,37
5150,tar,8
5151,quarrel,1
5152,sprat,3
5153,sixpence,4
5154,stile,3
5155,buckle,130
5156,courting,4
5157,grundy,2
5158,christened,1
5159,dumpling,6
5160,microwave,67
5161,pro,6
5162,cholesterol,2
5163,phony,14
5164,ordinary,6
5165,ironing,15
5166,mopping,9
5167,mopped,3
5168,shedding,6
5169,recycling,18
5170,dinosaur,824
5171,planing,4
5172,slimy,30
5173,neatest,4
5174,smoother,4
5175,bam,33
5176,gump,9
5177,glump,1
5178,cloudy,17
5179,mi,23
5180,fa,12
5181,balance,73
5182,schoolhouse,6
5183,boomerang,4
5184,unlimited,1
5185,backordered,1
5186,ordered,26
5187,ruffle,5
5188,rattles,30
5189,pose,16
5190,tambourine,15
5191,squirm,10
5192,wrecking,13
5193,crew,14
5194,scene,20
5195,roadblock,4
5196,vampire,24
5197,firmly,2
5198,planted,19
5199,covering,34
5200,slam,29
5201,leopard,48
5202,participate,3
5203,survey,6
5204,telemarketing,1
5205,strike,21
5206,sirree,2
5207,clicker,1
5208,stout,13
5209,breather,7
5210,aggressive,9
5211,barely,38
5212,abuse,6
5213,screecher,1
5214,crank,35
5215,constant,6
5216,links,3
5217,background,17
5218,pussycat,40
5219,puddy,62
5220,quiz,3
5221,swear,17
5222,heavier,13
5223,panther,34
5224,joyful,1
5225,jumble,3
5226,banner,15
5227,protesting,3
5228,theirs,16
5229,beet,9
5230,wonderfully,4
5231,crust,22
5232,messer,1
5233,stutter,1
5234,griffin,4
5235,grunting,8
5236,groaning,3
5237,buying,123
5238,trust,31
5239,wham,5
5240,hogwash,1
5241,soupy,5
5242,startled,10
5243,steadier,1
5244,scrumptious,34
5245,process,8
5246,maximum,2
5247,maid,15
5248,reveal,1
5249,unidentifiable,1
5250,eardrum,2
5251,squeal,19
5252,wrecker,4
5253,runaway,8
5254,dialing,12
5255,pentagon,41
5256,chilling,4
5257,lacking,2
5258,smorgasbord,1
5259,convenience,1
5260,asparagus,19
5261,snooze,17
5262,feeder,45
5263,drunken,7
5264,sailor,22
5265,twisting,13
5266,noggin,7
5267,judge,10
5268,treatment,5
5269,van,101
5270,awkward,2
5271,focused,6
5272,whisker,4
5273,raven,5
5274,slime,16
5275,returning,5
5276,chef,15
5277,collar,40
5278,replant,1
5279,repot,4
5280,stereo,14
5281,tripped,32
5282,wider,22
5283,broader,1
5284,weak,34
5285,rebuild,2
5286,series,13
5287,crisscross,8
5288,path,58
5289,totem,1
5290,caboose,101
5291,cleared,13
5292,flowing,17
5293,overload,1
5294,fist,15
5295,method,3
5296,hue,1
5297,abigail,3
5298,remedy,2
5299,skull,19
5300,suds,22
5301,wilted,4
5302,watering,94
5303,unfold,3
5304,destroying,5
5305,poked,17
5306,disappointing,4
5307,flyer,8
5308,redhead,4
5309,formulated,1
5310,contain,6
5311,alcohol,3
5312,uva,1
5313,persistent,4
5314,perspiration,1
5315,resistant,2
5316,reapplied,1
5317,reversible,4
5318,adjustable,3
5319,ripping,12
5320,undies,12
5321,trashing,1
5322,followed,35
5323,tablespoon,7
5324,barefoot,14
5325,grease,30
5326,buckaroo,2
5327,picky,6
5328,hoot,48
5329,beaten,3
5330,yank,4
5331,slurping,5
5332,curse,14
5333,discover,17
5334,paging,1
5335,al,14
5336,input,6
5337,nipple,31
5338,nodding,1
5339,imposter,1
5340,stomping,16
5341,outlet,5
5342,scraping,11
5343,littlebounder,3
5344,bounder,2
5345,backed,17
5346,slapped,3
5347,remote,59
5348,snatch,17
5349,vent,11
5350,slobbering,4
5351,destroy,13
5352,grate,28
5353,mode,4
5354,tad,18
5355,clouding,1
5356,concerned,10
5357,deny,6
5358,thrash,1
5359,thrasher,5
5360,strengthening,1
5361,giggle,41
5362,catastrophe,5
5363,performer,3
5364,railing,7
5365,ulterior,2
5366,motive,3
5367,crankiness,1
5368,pinching,13
5369,clipped,18
5370,stopper,8
5371,bended,4
5372,rearranging,13
5373,terrorizing,1
5374,fumble,6
5375,jerk,13
5376,bushed,1
5377,comfy,63
5378,downloaded,1
5379,headbutting,2
5380,sleepyhead,6
5381,bouncer,25
5382,eel,16
5383,secure,4
5384,duress,1
5385,horribly,4
5386,hike,45
5387,moody,4
5388,squishy,113
5389,itchy,74
5390,thumper,21
5391,raising,5
5392,channel,21
5393,feisty,4
5394,repaint,2
5395,tiptoe,7
5396,traumatizing,1
5397,pager,1
5398,circulation,3
5399,inexpensive,3
5400,calculator,20
5401,knob,47
5402,eyesight,3
5403,scooting,15
5404,sloppy,9
5405,squashed,12
5406,signal,21
5407,blockbuster,9
5408,attacked,12
5409,attacking,11
5410,unplugged,7
5411,cheerful,14
5412,bummie,19
5413,suspender,3
5414,twisty,14
5415,squirmy,9
5416,drenched,9
5417,independent,9
5418,whoopee,4
5419,unfree,1
5420,unruly,3
5421,bogus,2
5422,flavorful,7
5423,dueling,1
5424,complain,20
5425,warming,10
5426,cruise,8
5427,smush,26
5428,twister,3
5429,bugged,2
5430,greatest,13
5431,ease,4
5432,trapeze,15
5433,sending,21
5434,amusing,3
5435,meddlesome,1
5436,lure,2
5437,paused,2
5438,tickler,3
5439,tickly,35
5440,squirming,7
5441,frilly,44
5442,seemingly,1
5443,offensive,2
5444,shielded,1
5445,effects,5
5446,tipped,22
5447,sweetest,14
5448,softest,4
5449,disposition,2
5450,algae,5
5451,fusser,3
5452,distracting,3
5453,distraction,1
5454,poisonous,12
5455,bubbler,1
5456,gear,24
5457,cardinal,31
5458,birdfeeder,5
5459,lordy,3
5460,snacking,5
5461,beverage,4
5462,rutabaga,2
5463,entire,25
5464,universe,12
5465,salmon,54
5466,bumming,7
5467,rove,1
5468,entry,1
5469,turnaround,2
5470,wuss,4
5471,useless,6
5472,screwy,1
5473,cramped,3
5474,baring,1
5475,elegant,7
5476,smallness,1
5477,mat,118
5478,crazed,1
5479,sneaky,30
5480,cupcake,182
5481,sparkle,18
5482,stem,20
5483,thorny,5
5484,chickadee,25
5485,sparrow,10
5486,wiggly,37
5487,thorn,12
5488,clover,31
5489,uncheerful,1
5490,disgusting,60
5491,inspire,2
5492,traditional,6
5493,idiot,12
5494,avenue,16
5495,traveling,20
5496,reattach,2
5497,snip,37
5498,overzealous,1
5499,snipper,4
5500,snipped,1
5501,mallet,10
5502,retired,6
5503,wacky,16
5504,blast,23
5505,sprinkler,31
5506,uncover,4
5507,weed,13
5508,basil,17
5509,alexanders,2
5510,baboon,14
5511,grilled,22
5512,entrance,8
5513,frill,7
5514,relocate,1
5515,pegger,1
5516,mouthpiece,2
5517,flirting,3
5518,wasted,5
5519,cooling,13
5520,bra,11
5521,pigeon,8
5522,foraging,1
5523,dragging,12
5524,greasy,21
5525,fenced,1
5526,steep,17
5527,curb,3
5528,distracted,20
5529,nearer,1
5530,stylish,4
5531,marriage,7
5532,afford,11
5533,ramble,1
5534,ecosystem,2
5535,decent,5
5536,meaty,2
5537,underarm,20
5538,current,9
5539,chute,48
5540,downstream,1
5541,kneeling,8
5542,gritty,5
5543,clunk,68
5544,clink,54
5545,porcupine,50
5546,roomy,1
5547,jordan,27
5548,hydrogen,7
5549,peroxide,2
5550,hollyhock,3
5551,wasp,24
5552,fennel,3
5553,smelly,27
5554,pavement,9
5555,instantly,3
5556,therefore,7
5557,refill,5
5558,bummed,2
5559,accordion,15
5560,behaved,6
5561,popcorn,142
5562,cobweb,6
5563,studio,10
5564,mint,10
5565,dragonfly,23
5566,bay,78
5567,ripe,63
5568,slug,20
5569,creepy,26
5570,regurgitated,1
5571,chewed,22
5572,stressed,3
5573,wetter,3
5574,mosquito,28
5575,chafing,1
5576,baboo,4
5577,poop,159
5578,golly,21
5579,grater,18
5580,lime,16
5581,twying,2
5582,exploded,11
5583,lighter,26
5584,dairy,17
5585,rubbery,7
5586,challenging,3
5587,dude,32
5588,awesome,57
5589,worship,7
5590,adore,4
5591,glorify,4
5592,greatly,10
5593,praise,49
5594,praised,1
5595,faithful,22
5596,steadfast,1
5597,refuge,1
5598,mercy,6
5599,blessed,5
5600,salvation,5
5601,exalted,1
5602,risen,2
5603,throne,10
5604,prince,116
5605,hallelujah,17
5606,glory,37
5607,guilty,7
5608,spirit,18
5609,preparation,5
5610,boil,29
5611,supplement,3
5612,defrost,6
5613,arise,11
5614,renewed,3
5615,warrior,8
5616,glorified,1
5617,shield,15
5618,hearts,56
5619,thee,33
5620,satisfy,2
5621,giver,3
5622,determine,1
5623,nutritional,2
5624,organized,21
5625,suction,3
5626,redo,3
5627,itching,16
5628,demand,4
5629,rhythm,7
5630,nation,5
5631,highest,18
5632,ashamed,13
5633,pray,22
5634,acknowledge,2
5635,leap,29
5636,airing,1
5637,followtheleader,3
5638,assistance,1
5639,shopper,5
5640,rougher,2
5641,harvest,13
5642,blend,8
5643,thingamajigger,1
5644,garlic,52
5645,olive,37
5646,attitude,11
5647,cable,13
5648,increase,3
5649,alpha,4
5650,omega,3
5651,obedient,7
5652,swell,17
5653,organize,7
5654,succeed,2
5655,generate,1
5656,embarrassed,6
5657,excess,8
5658,antisocial,2
5659,unorganized,1
5660,nerve,6
5661,jasmine,50
5662,blessing,3
5663,drama,6
5664,painful,6
5665,alibi,1
5666,added,27
5667,overflow,6
5668,provider,1
5669,health,19
5670,amen,51
5671,kerchief,8
5672,knapsack,13
5673,bid,8
5674,huff,22
5675,huffed,7
5676,puffed,42
5677,clattering,1
5678,heaped,1
5679,solid,13
5680,brick,47
5681,placed,7
5682,caused,7
5683,winkle,6
5684,occasion,2
5685,crusty,4
5686,cider,21
5687,housecoat,1
5688,disobedient,4
5689,stinkpot,4
5690,safest,2
5691,bumping,30
5692,strip,9
5693,electrocuted,2
5694,meaned,2
5695,excitement,6
5696,troop,3
5697,despise,1
5698,actor,8
5699,hired,2
5700,loosed,1
5701,daze,2
5702,crap,10
5703,investigator,1
5704,investigate,9
5705,complaining,19
5706,gather,20
5707,kindly,5
5708,hound,8
5709,burrow,9
5710,reply,5
5711,continued,5
5712,replied,16
5713,certificate,5
5714,dome,8
5715,apronstring,1
5716,doorknob,9
5717,shocked,14
5718,scored,6
5719,inning,1
5720,lightening,9
5721,fred,151
5722,stroke,12
5723,skinnier,4
5724,hoop,18
5725,pokey,40
5726,acceptable,3
5727,bub,13
5728,dell,14
5729,honking,5
5730,sewer,14
5731,teether,2
5732,youse,2
5733,grouchy,42
5734,splashing,39
5735,bleed,12
5736,ashy,1
5737,automatic,8
5738,booger,11
5739,tickie,5
5740,center,57
5741,slob,2
5742,jaw,6
5743,chopped,28
5744,froze,7
5745,hollering,18
5746,sweeped,1
5747,tome,3
5748,grits,7
5749,holler,16
5750,grit,4
5751,foul,5
5752,shoestring,1
5753,width,1
5754,hash,6
5755,fussed,2
5756,wawa,3
5757,backwash,1
5758,wiped,32
5759,growl,27
5760,pokecenter,1
5761,philosophy,7
5762,unhook,6
5763,hardheaded,10
5764,chirp,31
5765,chillier,1
5766,wreath,8
5767,candle,118
5768,holly,15
5769,exersaucer,3
5770,timothy,54
5771,team,86
5772,patrice,1
5773,fir,10
5774,toolbox,44
5775,asserting,1
5776,heated,9
5777,sudsy,10
5778,boyser,3
5779,undressed,35
5780,nudieper,1
5781,unbuckle,15
5782,digger,54
5783,chirping,10
5784,slippy,17
5785,hoppity,18
5786,shoelace,11
5787,wallpaper,13
5788,trough,14
5789,brook,2
5790,ram,4
5791,sheared,2
5792,ewe,2
5793,softly,44
5794,bleat,13
5795,mockingbird,5
5796,brass,8
5797,juggling,14
5798,heating,11
5799,tumtum,1
5800,softball,15
5801,specks,2
5802,grinding,5
5803,acknowledged,1
5804,produced,2
5805,mopsy,5
5806,cottontail,5
5807,blackberry,5
5808,timmer,3
5809,ad,6
5810,thigh,8
5811,shin,1
5812,backie,1
5813,soapy,22
5814,tubbie,8
5815,shriveled,5
5816,congestion,5
5817,ben,320
5818,pattycaking,3
5819,sniff,12
5820,crawled,32
5821,buster,29
5822,gram,10
5823,squeaked,11
5824,nugget,16
5825,ribbet,8
5826,flop,33
5827,putted,1
5828,happiest,2
5829,taxis,9
5830,hedgehog,14
5831,cheery,5
5832,oclocker,1
5833,stirring,27
5834,skies,16
5835,pinched,15
5836,ally,21
5837,password,1
5838,marcher,1
5839,earthquake,13
5840,moppet,2
5841,dreaming,46
5842,inchworm,25
5843,scamper,4
5844,scurry,7
5845,dreadful,6
5846,inching,2
5847,flipping,10
5848,centipede,7
5849,facecloth,4
5850,bonked,24
5851,tush,15
5852,pounding,19
5853,daring,6
5854,timing,7
5855,donna,103
5856,repairman,2
5857,shaked,3
5858,soiled,9
5859,bashful,11
5860,bungalow,2
5861,spunky,1
5862,suspicious,3
5863,dieing,6
5864,smushing,7
5865,wrestling,13
5866,bury,31
5867,playful,15
5868,holder,35
5869,bong,30
5870,doorstop,5
5871,ironman,3
5872,mowing,41
5873,droopy,5
5874,fickle,1
5875,indestructible,7
5876,polyester,1
5877,adorable,9
5878,fleece,12
5879,zooming,11
5880,raceway,1
5881,clumpy,1
5882,slobber,6
5883,quality,6
5884,forum,1
5885,stare,9
5886,nutcracker,14
5887,steamed,17
5888,stinkiest,1
5889,pucker,3
5890,puckering,1
5891,gap,9
5892,henry,1188
5893,maple,42
5894,tilted,4
5895,lopsided,6
5896,dover,6
5897,buckled,10
5898,punky,8
5899,angle,10
5900,eyeglass,3
5901,maneuvering,2
5902,knickknack,25
5903,paddywhack,10
5904,wrapper,12
5905,dispose,4
5906,disposal,19
5907,pod,16
5908,potent,1
5909,deleting,1
5910,squish,218
5911,grinch,5
5912,screwed,6
5913,hating,5
5914,frown,9
5915,lighted,2
5916,beneath,26
5917,mistletoe,1
5918,boarded,2
5919,beast,63
5920,galley,1
5921,bog,10
5922,hare,6
5923,jog,6
5924,poopied,1
5925,tugged,5
5926,paranoid,1
5927,direct,11
5928,princecharming,2
5929,godmother,28
5930,hyper,21
5931,owner,29
5932,rescued,23
5933,paw,54
5934,congratulate,2
5935,gloomy,10
5936,attic,25
5937,songlike,1
5938,woe,4
5939,antenna,39
5940,clipping,9
5941,perfume,12
5942,parcheesi,1
5943,ladybug,145
5944,roaming,3
5945,bailey,20
5946,comforter,3
5947,chalk,122
5948,tomboy,2
5949,annoying,15
5950,octagon,24
5951,thirst,6
5952,wax,64
5953,wick,5
5954,brighter,9
5955,rick,13
5956,smarter,20
5957,potter,52
5958,publish,2
5959,hyena,39
5960,agreeing,2
5961,earache,6
5962,smashing,11
5963,angelica,5
5964,barney,99
5965,crabby,20
5966,photogenic,3
5967,slight,10
5968,stubborn,18
5969,merrily,85
5970,stormy,8
5971,smartest,5
5972,happiness,20
5973,hammock,18
5974,snotty,3
5975,minnie,104
5976,sylvester,7
5977,stroll,7
5978,sonny,9
5979,pitched,2
5980,photographic,1
5981,photo,10
5982,photosynthesis,3
5983,whipping,7
5984,smith,29
5985,cob,22
5986,cabbage,36
5987,daytime,31
5988,summertime,17
5989,baker,44
5990,grind,17
5991,prove,13
5992,doggone,5
5993,babiessoftlyslumber,3
5994,slumber,9
5995,slopping,5
5996,babyroadrunner,5
5997,blustery,3
5998,slosh,7
5999,toasty,17
6000,lapful,2
6001,quote,1
6002,ticktick,7
6003,sparkly,29
6004,multitalented,1
6005,copied,14
6006,seriously,16
6007,legend,3
6008,lee,25
6009,bunting,6
6010,hunting,52
6011,rye,14
6012,dainty,2
6013,blackbird,6
6014,lame,1
6015,indigo,22
6016,violet,504
6017,unicycle,6
6018,snuffy,50
6019,borrowing,14
6020,crabbing,2
6021,faraway,3
6022,orphan,14
6023,palace,51
6024,sultan,5
6025,disguised,8
6026,seller,4
6027,merchant,3
6028,released,3
6029,dungeon,6
6030,evil,42
6031,counselor,1
6032,prisoner,1
6033,led,29
6034,ruby,185
6035,collapse,6
6036,aloud,4
6037,rubbed,14
6038,grant,12
6039,arrived,59
6040,grand,45
6041,style,28
6042,sighed,9
6043,tossed,13
6044,summoned,1
6045,returned,28
6046,commanded,3
6047,slave,15
6048,forced,6
6049,obey,4
6050,powerful,16
6051,sorcerer,1
6052,beggar,2
6053,splendid,13
6054,neighborly,3
6055,circled,7
6056,tucked,25
6057,comfortably,2
6058,stomped,12
6059,deliver,19
6060,thanked,9
6061,tide,24
6062,passed,38
6063,tooting,2
6064,entertained,3
6065,jingly,2
6066,moat,3
6067,island,107
6068,jut,2
6069,navigate,2
6070,pearly,2
6071,roofing,1
6072,serpent,6
6073,believed,4
6074,thistle,7
6075,tab,23
6076,feathery,17
6077,personal,4
6078,nononoing,1
6079,straightened,12
6080,official,4
6081,magenta,9
6082,tan,22
6083,dough,242
6084,hairy,34
6085,hatchling,2
6086,jingle,132
6087,bowed,4
6088,pasty,1
6089,chee,23
6090,silverware,39
6091,scrubby,10
6092,potholder,4
6093,aid,16
6094,mount,10
6095,forbidden,3
6096,planet,85
6097,crawler,7
6098,swimsuit,13
6099,loosen,27
6100,chichi,19
6101,keeper,22
6102,cubby,20
6103,sub,3
6104,cookiecookiemonster,1
6105,rattly,9
6106,burt,19
6107,goading,1
6108,haired,9
6109,petted,7
6110,packing,35
6111,mushing,4
6112,technically,3
6113,unfair,4
6114,paged,3
6115,auntie,205
6116,looped,3
6117,liter,1
6118,combine,5
6119,farted,3
6120,blockhead,1
6121,humor,8
6122,curvy,13
6123,sturdy,7
6124,digs,9
6125,beetle,55
6126,stickleback,3
6127,trout,7
6128,tortoise,42
6129,newt,16
6130,coop,61
6131,pigpen,11
6132,stall,14
6133,cornfield,12
6134,caw,22
6135,purr,53
6136,radish,14
6137,thief,7
6138,gooseberry,4
6139,toolshed,7
6140,scarecrow,22
6141,raced,13
6142,bellowed,1
6143,shaggy,15
6144,spy,48
6145,growled,7
6146,grumpy,60
6147,yipped,2
6148,poodle,30
6149,yapped,2
6150,retriever,3
6151,carl,42
6152,shortly,13
6153,armadillo,46
6154,zookeeper,23
6155,rumbling,4
6156,bonking,9
6157,magically,4
6158,dreamy,2
6159,creamy,8
6160,device,3
6161,warn,21
6162,downy,9
6163,snails,38
6164,firefly,7
6165,comforting,2
6166,mew,3
6167,unpacking,2
6168,seasoning,1
6169,spice,10
6170,treetop,6
6171,beastly,2
6172,wig,35
6173,sleek,2
6174,thundered,4
6175,arrange,20
6176,arranging,3
6177,tomcat,19
6178,squealed,7
6179,bray,10
6180,rustling,5
6181,sailed,30
6182,hoe,26
6183,bantam,8
6184,clutch,6
6185,chunky,3
6186,starfish,76
6187,basketful,1
6188,overboard,18
6189,listened,28
6190,religious,2
6191,hokey,18
6192,soaky,4
6193,sorter,10
6194,orangutan,20
6195,fawn,2
6196,beanstalk,7
6197,springtime,8
6198,magical,19
6199,garland,2
6200,flyswatter,5
6201,scattering,2
6202,FALSE,5
6203,lowed,2
6204,swan,22
6205,critter,17
6206,fascinating,3
6207,catnaping,1
6208,beanbag,5
6209,yawned,14
6210,mission,10
6211,ballet,44
6212,gracefully,7
6213,latched,1
6214,reminding,12
6215,insistent,1
6216,toucan,17
6217,earring,19
6218,clop,37
6219,lightning,45
6220,splat,28
6221,review,4
6222,dotty,17
6223,spotty,13
6224,beady,7
6225,leafy,10
6226,twirly,9
6227,patchy,10
6228,bamboo,12
6229,blank,20
6230,ourself,3
6231,satisfying,1
6232,bullying,1
6233,bossing,6
6234,snatched,3
6235,wandering,8
6236,xavier,349
6237,outtalk,1
6238,quietness,2
6239,earned,5
6240,honestly,15
6241,coordination,4
6242,opinion,12
6243,forcing,1
6244,mouthing,2
6245,rushing,19
6246,politely,6
6247,googooeyed,1
6248,obsessed,15
6249,comfort,11
6250,bully,17
6251,spying,9
6252,styling,2
6253,profiling,1
6254,hag,6
6255,gabby,70
6256,assumed,3
6257,policy,1
6258,babbling,9
6259,panting,6
6260,irritating,1
6261,warning,12
6262,sample,9
6263,insist,6
6264,sampling,1
6265,standpoint,1
6266,butterball,1
6267,successfully,3
6268,flicked,1
6269,innocent,11
6270,freak,22
6271,priority,2
6272,eventually,15
6273,braiding,2
